song_name,original_popularity,has_audio_file,has_lyrics_file,audio_file_path,audio_original_name,audio_popularity_level,lyrics_file_path,lyrics_original_name,lyrics_popularity_level,final_popularity
Devastated,8,True,True,/app/songs/popularity_1/Devastated.mp3,Devastated - ,1.0,/app/lyrics/popularity_1/Devastated.txt,Devastated,1.0,10
It's A Love Thing,3,True,True,/app/songs/popularity_1/It's A Love Thing.mp3,It's A Love Thing - ,1.0,/app/lyrics/popularity_1/It's A Love Thing.txt,It's A Love Thing,1.0,10
Hollis To Hollywood,2,True,True,/app/songs/popularity_1/Hollis To Hollywood.mp3,Hollis To Hollywood - ,1.0,/app/lyrics/popularity_1/Hollis To Hollywood.txt,Hollis To Hollywood,1.0,10
Lost on Me,44,True,True,/app/songs/popularity_3/Lost on Me.mp3,Lost on Me - ,3.0,/app/lyrics/popularity_3/Lost on Me.txt,Lost on Me,3.0,30
History Eraser,2,True,True,/app/songs/popularity_1/History Eraser.mp3,History Eraser - ,1.0,/app/lyrics/popularity_1/History Eraser.txt,History Eraser,1.0,10
We Used To Wait,22,True,True,/app/songs/popularity_3/We Used To Wait.mp3,We Used To Wait - ,3.0,/app/lyrics/popularity_3/We Used To Wait.txt,We Used To Wait,3.0,30
Post Break-Up Sex,2,True,True,/app/songs/popularity_1/Post Break-Up Sex.mp3,Post Break-Up Sex - ,1.0,/app/lyrics/popularity_1/Post Break-Up Sex.txt,Post Break-Up Sex,1.0,10
Sweet Disaster,7,True,True,/app/songs/popularity_1/Sweet Disaster.mp3,Sweet Disaster - ,1.0,/app/lyrics/popularity_1/Sweet Disaster.txt,Sweet Disaster,1.0,10
Enter Sandman,24,True,True,/app/songs/popularity_3/Enter Sandman.mp3,Enter Sandman - ,3.0,/app/lyrics/popularity_3/Enter Sandman.txt,Enter Sandman,3.0,30
Siga Boyando,0,True,True,/app/songs/popularity_0/Siga Boyando.mp3,Siga Boyando - ,0.0,/app/lyrics/popularity_0/Siga Boyando.txt,Siga Boyando,0.0,0
You Don't Know About Me,4,True,True,/app/songs/popularity_1/You Don't Know About Me.mp3,You Don't Know About Me - ,1.0,/app/lyrics/popularity_1/You Don't Know About Me.txt,You Don't Know About Me,1.0,10
Perfect Illusion,28,True,True,/app/songs/popularity_1/Perfect Illusion.mp3,Perfect Illusion - ,1.0,/app/lyrics/popularity_1/Perfect Illusion.txt,Perfect Illusion,1.0,10
Cómo Puedes Vivir Contigo Mismo?,0,True,True,/app/songs/popularity_0/Cómo Puedes Vivir Contigo Mismo?.mp3,Cómo Puedes Vivir Contigo Mismo? - ,0.0,/app/lyrics/popularity_0/Cómo Puedes Vivir Contigo Mismo?.txt,Cómo Puedes Vivir Contigo Mismo?,0.0,0
Selena,29,True,True,/app/songs/popularity_3/Selena.mp3,Selena - ,3.0,/app/lyrics/popularity_3/Selena.txt,Selena,3.0,30
Maldita Ingenuidad,26,True,True,/app/songs/popularity_3/Maldita Ingenuidad.mp3,Maldita Ingenuidad - ,3.0,/app/lyrics/popularity_3/Maldita Ingenuidad.txt,Maldita Ingenuidad,3.0,30
Best Part of Us,25,True,True,/app/songs/popularity_3/Best Part of Us.mp3,Best Part of Us - ,3.0,/app/lyrics/popularity_3/Best Part of Us.txt,Best Part of Us,3.0,30
Callin',4,True,True,/app/songs/popularity_1/Callin'.mp3,Callin' - ,1.0,/app/lyrics/popularity_1/Callin'.txt,Callin',1.0,10
Hands Dirty,2,True,True,/app/songs/popularity_1/Hands Dirty.mp3,Hands Dirty - ,1.0,/app/lyrics/popularity_1/Hands Dirty.txt,Hands Dirty,1.0,10
Un Poquito Mas,25,True,True,/app/songs/popularity_3/Un Poquito Mas.mp3,Un Poquito Mas - ,3.0,/app/lyrics/popularity_3/Un Poquito Mas.txt,Un Poquito Mas,3.0,30
Sophia,25,True,True,/app/songs/popularity_3/Sophia.mp3,Sophia - ,3.0,/app/lyrics/popularity_3/Sophia.txt,Sophia,3.0,30
Slight Work (feat. Big Sean),29,True,True,/app/songs/popularity_3/Slight Work (feat. Big Sean).mp3,Slight Work (feat. Big Sean) - ,3.0,/app/lyrics/popularity_3/Slight Work (feat. Big Sean).txt,Slight Work (feat. Big Sean),3.0,30
Heard Em Say,22,True,True,/app/songs/popularity_3/Heard Em Say.mp3,Heard Em Say - ,3.0,/app/lyrics/popularity_3/Heard Em Say.txt,Heard Em Say,3.0,30
Ayy,29,True,True,/app/songs/popularity_3/Ayy.mp3,Ayy - ,3.0,/app/lyrics/popularity_3/Ayy.txt,Ayy,3.0,30
Química,30,True,True,/app/songs/popularity_3/Química.mp3,Química - ,3.0,/app/lyrics/popularity_3/Química.txt,Química,3.0,30
Halghe Tala(Moein),20,True,True,/app/songs/popularity_2/Halghe Tala(Moein).mp3,Halghe Tala(Moein) - ,2.0,/app/lyrics/popularity_2/Halghe Tala(Moein).txt,Halghe Tala(Moein),2.0,20
Shahre Gham,20,True,True,/app/songs/popularity_2/Shahre Gham.mp3,Shahre Gham - ,2.0,/app/lyrics/popularity_2/Shahre Gham.txt,Shahre Gham,2.0,20
New Noise,3,True,True,/app/songs/popularity_1/New Noise.mp3,New Noise - ,1.0,/app/lyrics/popularity_1/New Noise.txt,New Noise,1.0,10
Where Did The Angels Go,1,True,True,/app/songs/popularity_1/Where Did The Angels Go.mp3,Where Did The Angels Go - ,1.0,/app/lyrics/popularity_1/Where Did The Angels Go.txt,Where Did The Angels Go,1.0,10
Bones,1,True,True,/app/songs/popularity_1/Bones.mp3,Bones - ,1.0,/app/lyrics/popularity_1/Bones.txt,Bones,1.0,10
thelove,0,True,True,/app/songs/popularity_0/thelove.mp3,thelove - ,0.0,/app/lyrics/popularity_0/thelove.txt,thelove,0.0,0
Super!,28,True,True,/app/songs/popularity_3/Super!.mp3,Super! - ,3.0,/app/lyrics/popularity_3/Super!.txt,Super!,3.0,30
Short Change Hero,9,True,True,/app/songs/popularity_1/Short Change Hero.mp3,Short Change Hero - ,1.0,/app/lyrics/popularity_1/Short Change Hero.txt,Short Change Hero,1.0,10
Tie Up the Tides,0,True,True,/app/songs/popularity_0/Tie Up the Tides.mp3,Tie Up the Tides - ,0.0,/app/lyrics/popularity_0/Tie Up the Tides.txt,Tie Up the Tides,0.0,0
The Feeling,42,True,True,/app/songs/popularity_1/Lost The Feeling.mp3,Lost The Feeling - ,1.0,/app/lyrics/popularity_1/Lost The Feeling.txt,Lost The Feeling,1.0,10
Number One,1,True,True,/app/songs/popularity_1/Number One.mp3,Number One - ,1.0,/app/lyrics/popularity_1/Number One.txt,Number One,1.0,10
Miracle Mile,6,True,True,/app/songs/popularity_1/Miracle Mile.mp3,Miracle Mile - ,1.0,/app/lyrics/popularity_1/Miracle Mile.txt,Miracle Mile,1.0,10
Everything Is Alright,22,True,True,/app/songs/popularity_3/Everything Is Alright.mp3,Everything Is Alright - ,3.0,/app/lyrics/popularity_3/Everything Is Alright.txt,Everything Is Alright,3.0,30
Wavey - VIP Mix,25,True,True,/app/songs/popularity_3/Wavey - VIP Mix.mp3,Wavey - VIP Mix - ,3.0,/app/lyrics/popularity_3/Wavey - VIP Mix -.txt,Wavey - VIP Mix -,3.0,30
Life Itself,9,True,True,/app/songs/popularity_1/Life Itself.mp3,Life Itself - ,1.0,/app/lyrics/popularity_1/Life Itself.txt,Life Itself,1.0,10
The Woods,8,True,True,/app/songs/popularity_1/The Woods.mp3,The Woods - ,1.0,/app/lyrics/popularity_1/The Woods.txt,The Woods,1.0,10
Violent Shiver,9,True,True,/app/songs/popularity_1/Violent Shiver.mp3,Violent Shiver - ,1.0,/app/lyrics/popularity_1/Violent Shiver.txt,Violent Shiver,1.0,10
Nightcall,8,True,True,/app/songs/popularity_1/Nightcall.mp3,Nightcall - ,1.0,/app/lyrics/popularity_1/Nightcall.txt,Nightcall,1.0,10
F E M A L E,1,True,True,/app/songs/popularity_1/F E M A L E.mp3,F E M A L E - ,1.0,/app/lyrics/popularity_1/F E M A L E.txt,F E M A L E,1.0,10
Little Numbers,9,True,True,/app/songs/popularity_1/Little Numbers.mp3,Little Numbers - ,1.0,/app/lyrics/popularity_1/Little Numbers.txt,Little Numbers,1.0,10
Moments Passed,7,True,True,/app/songs/popularity_1/Moments Passed.mp3,Moments Passed - ,1.0,/app/lyrics/popularity_1/Moments Passed.txt,Moments Passed,1.0,10
Fall in Deep,8,True,True,/app/songs/popularity_1/Fall in Deep.mp3,Fall in Deep - ,1.0,/app/lyrics/popularity_1/Fall in Deep.txt,Fall in Deep,1.0,10
